product_id,brand_name,generic_name,manufacturer,dosage_form,strength,pack_size,price,discount_percent,final_price,is_prescription_required,drug_type,therapeutic_class,storage_condition,shelf_life_months,country,availability_status,rating,num_reviews,contains_ai_generated_label
P01669,LifeCare,Amoxicillin,Medicare Ltd,Syrup,5mg,30,310.77,20,248.62,Yes,Prescription,Antidiabetic,Refrigerated,21,Canada,Out of stock,4.0,193,No
P01670,LifeCare,Atorvastatin,Sun Healthcare,Syrup,5mg,10,734.38,20,587.5,No,OTC,Antihypertensive,Room Temp,28,Bangladesh,Out of stock,3.5,110,Yes
P01671,LifeCare,Omeprazole,Nova Life,Syrup,500mg,15,70.56,0,70.56,No,Prescription,Antidiabetic,Refrigerated,22,India,Limited,3.1,186,Yes
P01672,HealPlus,Paracetamol,ABC Pharma,Ointment,250mg,30,111.84,5,106.25,Yes,Prescription,Analgesic,Room Temp,23,Bangladesh,Limited,3.8,282,Yes
P01673,Medix,Omeprazole,ABC Pharma,Capsule,100mg,30,422.15,5,401.04,No,Prescription,Analgesic,Room Temp,35,India,In stock,3.9,228,No
P01674,LifeCare,Omeprazole,Medicare Ltd,Capsule,5mg,10,1560.7,0,1560.7,Yes,Prescription,Antidiabetic,Room Temp,14,USA,Limited,4.8,422,No
P01675,LifeCare,Paracetamol,ABC Pharma,Syrup,500mg,20,62.02,5,58.92,Yes,OTC,Antihypertensive,Refrigerated,31,UK,Out of stock,4.3,13,Yes
P01676,BioTrust,Omeprazole,Global Remedies,Tablet,50mg,15,869.63,0,869.63,Yes,Prescription,Analgesic,Refrigerated,12,USA,Limited,3.4,224,Yes
P01677,PharmaOne,Amoxicillin,Sun Healthcare,Injection,50mg,20,482.8,15,410.38,Yes,Prescription,Antihypertensive,Room Temp,12,USA,Out of stock,3.7,235,No
P01678,LifeCare,Omeprazole,ABC Pharma,Injection,500mg,15,1201.27,20,961.02,Yes,OTC,Antibiotic,Refrigerated,14,Bangladesh,Limited,2.7,7,Yes
P01679,HealPlus,Amoxicillin,Medicare Ltd,Capsule,250mg,20,57.19,15,48.61,No,Prescription,Analgesic,Refrigerated,21,Bangladesh,Out of stock,3.5,242,Yes
P01680,HealPlus,Atorvastatin,Medicare Ltd,Injection,100mg,30,933.6,0,933.6,No,Prescription,Antacid,Refrigerated,12,India,Limited,4.2,273,Yes
P01681,BioTrust,Amoxicillin,Global Remedies,Capsule,500mg,30,750.35,15,637.8,No,OTC,Antidiabetic,Room Temp,29,USA,Out of stock,3.2,415,Yes
P01682,PharmaOne,Metformin,ABC Pharma,Capsule,250mg,30,1273.05,20,1018.44,Yes,OTC,Antibiotic,Room Temp,31,Bangladesh,In stock,2.7,39,Yes
P01683,HealPlus,Omeprazole,ABC Pharma,Ointment,50mg,30,689.68,0,689.68,No,OTC,Antibiotic,Room Temp,12,UK,In stock,4.2,49,No
P01684,Medix,Amoxicillin,Sun Healthcare,Tablet,250mg,15,1347.03,5,1279.68,Yes,Prescription,Antacid,Refrigerated,12,Canada,Out of stock,4.1,342,Yes
P01685,PharmaOne,Atorvastatin,Sun Healthcare,Ointment,250mg,30,1010.66,15,859.06,No,Prescription,Analgesic,Refrigerated,27,Canada,Out of stock,2.6,20,No
P01686,BioTrust,Metformin,ABC Pharma,Tablet,100mg,10,1964.74,0,1964.74,Yes,Prescription,Antacid,Refrigerated,31,India,Limited,3.1,392,Yes
P01687,PharmaOne,Atorvastatin,ABC Pharma,Capsule,50mg,10,792.14,15,673.32,No,Prescription,Antacid,Refrigerated,24,Bangladesh,Out of stock,4.3,353,Yes
P01688,PharmaOne,Omeprazole,ABC Pharma,Syrup,50mg,15,1113.79,20,891.03,No,OTC,Antibiotic,Room Temp,28,Canada,Out of stock,2.7,145,No
P01689,BioTrust,Paracetamol,Sun Healthcare,Injection,500mg,30,884.48,10,796.03,Yes,Prescription,Antidiabetic,Room Temp,13,UK,Limited,3.4,58,Yes
P01690,LifeCare,Omeprazole,ABC Pharma,Capsule,250mg,30,1531.42,5,1454.85,No,Prescription,Antihypertensive,Refrigerated,33,Canada,Limited,3.8,241,Yes
P01691,Medix,Paracetamol,Nova Life,Capsule,50mg,15,267.1,5,253.75,No,OTC,Antihypertensive,Room Temp,14,India,In stock,3.9,279,No
P01692,HealPlus,Amoxicillin,Sun Healthcare,Capsule,250mg,30,1289.43,10,1160.49,Yes,OTC,Analgesic,Room Temp,19,Canada,Out of stock,3.5,138,No
P01693,PharmaOne,Metformin,Global Remedies,Ointment,250mg,15,1714.14,0,1714.14,No,Prescription,Antihypertensive,Refrigerated,28,Bangladesh,In stock,3.9,456,No
P01694,HealPlus,Paracetamol,Global Remedies,Tablet,50mg,20,1156.62,5,1098.79,No,Prescription,Antibiotic,Refrigerated,36,Canada,In stock,4.8,195,Yes
P01695,BioTrust,Omeprazole,Medicare Ltd,Injection,50mg,15,1217.79,15,1035.12,No,OTC,Antihypertensive,Room Temp,33,UK,Out of stock,4.2,120,Yes
P01696,LifeCare,Amoxicillin,ABC Pharma,Injection,50mg,10,110.63,15,94.04,Yes,OTC,Antihypertensive,Refrigerated,17,Canada,In stock,4.5,75,No
P01697,BioTrust,Metformin,Global Remedies,Ointment,250mg,30,157.31,5,149.44,Yes,Prescription,Antibiotic,Refrigerated,23,Bangladesh,Limited,4.8,204,Yes
P01698,LifeCare,Amoxicillin,Medicare Ltd,Capsule,500mg,30,1780.81,0,1780.81,No,Prescription,Antidiabetic,Room Temp,34,Bangladesh,Limited,4.6,466,No
P01699,LifeCare,Atorvastatin,Global Remedies,Syrup,50mg,20,1664.7,15,1415.0,No,OTC,Antibiotic,Refrigerated,35,India,Limited,4.8,344,Yes
P01700,PharmaOne,Atorvastatin,Global Remedies,Syrup,500mg,30,342.64,10,308.38,No,OTC,Antacid,Refrigerated,14,Canada,Limited,3.0,385,Yes
P01701,HealPlus,Paracetamol,Nova Life,Capsule,50mg,20,1702.79,0,1702.79,Yes,Prescription,Antacid,Refrigerated,16,India,Limited,4.4,407,Yes
P01702,BioTrust,Amoxicillin,Global Remedies,Capsule,100mg,20,758.11,0,758.11,No,OTC,Antidiabetic,Room Temp,14,Bangladesh,In stock,3.8,426,No
P01703,Medix,Paracetamol,Medicare Ltd,Capsule,100mg,20,570.78,10,513.7,No,Prescription,Antibiotic,Room Temp,12,India,Limited,3.7,78,Yes
P01704,BioTrust,Metformin,Global Remedies,Syrup,250mg,20,566.84,15,481.81,No,OTC,Antibiotic,Refrigerated,36,India,Limited,4.7,49,No
P01705,BioTrust,Amoxicillin,Global Remedies,Injection,50mg,10,1887.86,5,1793.47,Yes,OTC,Antihypertensive,Room Temp,35,India,Limited,4.0,394,No
P01706,LifeCare,Atorvastatin,Global Remedies,Ointment,250mg,20,267.37,15,227.26,No,OTC,Antibiotic,Refrigerated,12,Canada,In stock,4.1,346,No
P01707,HealPlus,Metformin,Medicare Ltd,Injection,500mg,10,1239.38,5,1177.41,Yes,OTC,Antacid,Room Temp,26,India,Out of stock,4.3,135,No
P01708,BioTrust,Omeprazole,Sun Healthcare,Tablet,5mg,15,1770.31,20,1416.25,Yes,Prescription,Antihypertensive,Room Temp,36,UK,Limited,4.8,286,No
P01709,Medix,Atorvastatin,Global Remedies,Syrup,5mg,15,621.72,20,497.38,No,OTC,Antihypertensive,Room Temp,23,USA,In stock,2.8,453,No
P01710,HealPlus,Metformin,Sun Healthcare,Tablet,50mg,30,1524.98,0,1524.98,Yes,OTC,Analgesic,Refrigerated,31,Canada,Out of stock,4.6,144,No
P01711,BioTrust,Atorvastatin,Global Remedies,Syrup,250mg,10,1945.2,0,1945.2,Yes,OTC,Antidiabetic,Room Temp,22,Canada,Out of stock,2.7,76,Yes
P01712,HealPlus,Paracetamol,ABC Pharma,Syrup,50mg,20,1562.45,10,1406.2,No,OTC,Antacid,Refrigerated,27,Bangladesh,Limited,2.8,197,No
P01713,LifeCare,Amoxicillin,ABC Pharma,Ointment,250mg,30,566.22,5,537.91,No,Prescription,Antacid,Room Temp,32,Bangladesh,Out of stock,4.5,256,No
P01714,Medix,Amoxicillin,ABC Pharma,Ointment,250mg,30,1261.57,20,1009.26,No,Prescription,Antacid,Room Temp,34,USA,Out of stock,4.6,314,No
P01715,LifeCare,Atorvastatin,Sun Healthcare,Syrup,50mg,10,1353.99,20,1083.19,Yes,OTC,Antihypertensive,Room Temp,18,Canada,In stock,4.4,97,No
P01716,LifeCare,Atorvastatin,Medicare Ltd,Syrup,5mg,15,1513.32,20,1210.66,Yes,OTC,Antihypertensive,Room Temp,14,UK,Out of stock,3.6,305,Yes
P01717,BioTrust,Paracetamol,ABC Pharma,Ointment,250mg,15,487.88,5,463.49,Yes,Prescription,Analgesic,Room Temp,33,Canada,In stock,4.9,426,Yes
P01718,PharmaOne,Paracetamol,Nova Life,Capsule,5mg,10,110.69,15,94.09,No,Prescription,Antidiabetic,Room Temp,12,Bangladesh,Limited,3.2,423,Yes
P01719,PharmaOne,Amoxicillin,Nova Life,Injection,5mg,20,1189.72,5,1130.23,No,OTC,Analgesic,Refrigerated,36,UK,Out of stock,3.4,418,Yes
P01720,PharmaOne,Amoxicillin,Nova Life,Capsule,5mg,30,621.81,15,528.54,No,OTC,Antidiabetic,Refrigerated,28,Bangladesh,Out of stock,4.9,377,No
P01721,Medix,Amoxicillin,Sun Healthcare,Syrup,100mg,30,1987.76,5,1888.37,Yes,Prescription,Antacid,Room Temp,13,UK,In stock,2.7,293,Yes
P01722,BioTrust,Paracetamol,Medicare Ltd,Tablet,500mg,10,1063.79,10,957.41,Yes,OTC,Antidiabetic,Refrigerated,15,Bangladesh,In stock,2.5,268,No
P01723,HealPlus,Omeprazole,Global Remedies,Syrup,100mg,20,1805.54,10,1624.99,Yes,OTC,Antacid,Refrigerated,29,Canada,In stock,3.8,109,Yes
P01724,PharmaOne,Atorvastatin,Sun Healthcare,Syrup,5mg,10,639.3,10,575.37,No,OTC,Antidiabetic,Room Temp,19,UK,Limited,3.3,3,Yes
P01725,LifeCare,Metformin,Medicare Ltd,Syrup,250mg,15,1770.01,5,1681.51,No,OTC,Antibiotic,Refrigerated,23,Bangladesh,Out of stock,4.3,477,Yes
P01726,LifeCare,Amoxicillin,Global Remedies,Syrup,5mg,30,100.23,10,90.21,Yes,Prescription,Analgesic,Room Temp,25,UK,Limited,4.8,83,No
P01727,Medix,Omeprazole,Nova Life,Ointment,5mg,20,1325.84,15,1126.96,No,Prescription,Analgesic,Room Temp,22,USA,Out of stock,4.7,418,No
P01728,LifeCare,Paracetamol,Global Remedies,Tablet,500mg,20,1669.46,5,1585.99,No,OTC,Antihypertensive,Refrigerated,22,UK,Out of stock,3.9,295,Yes
P01729,BioTrust,Omeprazole,Sun Healthcare,Capsule,500mg,30,1411.78,15,1200.01,Yes,OTC,Antihypertensive,Refrigerated,15,USA,Out of stock,4.3,33,No
P01730,Medix,Atorvastatin,Medicare Ltd,Syrup,250mg,30,1428.32,0,1428.32,No,OTC,Antihypertensive,Refrigerated,20,UK,In stock,4.9,82,Yes
P01731,BioTrust,Paracetamol,Global Remedies,Ointment,100mg,10,1501.84,5,1426.75,No,Prescription,Antihypertensive,Refrigerated,35,USA,Limited,2.6,139,No
P01732,BioTrust,Metformin,Global Remedies,Capsule,100mg,20,1251.7,15,1063.95,No,OTC,Antihypertensive,Room Temp,25,USA,In stock,5.0,129,Yes
P01733,LifeCare,Paracetamol,Medicare Ltd,Ointment,500mg,15,197.65,5,187.77,Yes,Prescription,Antidiabetic,Room Temp,25,India,In stock,3.2,16,No
P01734,PharmaOne,Amoxicillin,Global Remedies,Injection,500mg,20,469.67,0,469.67,Yes,OTC,Antidiabetic,Room Temp,20,UK,In stock,4.5,140,Yes
P01735,HealPlus,Atorvastatin,Medicare Ltd,Syrup,5mg,30,1030.73,20,824.58,Yes,OTC,Antibiotic,Room Temp,25,USA,In stock,4.9,393,No
P01736,HealPlus,Atorvastatin,Nova Life,Capsule,250mg,15,1531.51,15,1301.78,Yes,OTC,Analgesic,Refrigerated,34,India,Out of stock,4.7,273,Yes
P01737,LifeCare,Atorvastatin,Global Remedies,Injection,50mg,20,1454.86,15,1236.63,No,OTC,Antacid,Room Temp,23,Bangladesh,In stock,4.4,427,Yes
P01738,HealPlus,Metformin,Nova Life,Tablet,5mg,20,1896.54,5,1801.71,No,Prescription,Antidiabetic,Refrigerated,13,Canada,Out of stock,3.9,439,Yes
P01739,BioTrust,Omeprazole,Nova Life,Tablet,100mg,30,1131.61,0,1131.61,No,OTC,Antidiabetic,Room Temp,16,UK,In stock,3.0,30,Yes
P01740,BioTrust,Omeprazole,Nova Life,Ointment,100mg,10,992.48,10,893.23,Yes,OTC,Antidiabetic,Refrigerated,29,Canada,Limited,4.7,426,No
P01741,HealPlus,Metformin,Sun Healthcare,Tablet,500mg,20,257.8,15,219.13,No,Prescription,Analgesic,Room Temp,22,USA,Limited,4.7,459,Yes
P01742,PharmaOne,Amoxicillin,Sun Healthcare,Syrup,5mg,15,1377.99,0,1377.99,Yes,OTC,Antibiotic,Room Temp,24,India,In stock,4.3,12,No
P01743,PharmaOne,Omeprazole,Nova Life,Capsule,100mg,20,325.79,10,293.21,No,OTC,Analgesic,Room Temp,35,Canada,In stock,4.6,406,Yes
P01744,PharmaOne,Metformin,Nova Life,Capsule,100mg,10,1038.58,5,986.65,Yes,Prescription,Antidiabetic,Room Temp,30,India,In stock,3.0,306,No
P01745,LifeCare,Amoxicillin,Medicare Ltd,Syrup,5mg,30,1420.13,15,1207.11,No,OTC,Antidiabetic,Refrigerated,19,India,Limited,2.9,244,Yes
P01746,HealPlus,Metformin,Nova Life,Tablet,100mg,10,757.57,10,681.81,No,OTC,Analgesic,Refrigerated,18,Canada,Out of stock,3.5,109,Yes
P01747,Medix,Omeprazole,Global Remedies,Tablet,250mg,20,256.11,20,204.89,Yes,OTC,Antihypertensive,Room Temp,20,Canada,Limited,2.6,337,No
P01748,HealPlus,Metformin,Global Remedies,Capsule,250mg,30,1547.74,20,1238.19,Yes,OTC,Analgesic,Room Temp,16,India,In stock,3.7,74,No
P01749,Medix,Paracetamol,Sun Healthcare,Capsule,50mg,15,959.07,15,815.21,No,Prescription,Antihypertensive,Room Temp,22,USA,In stock,4.5,237,Yes
P01750,LifeCare,Omeprazole,Global Remedies,Capsule,500mg,30,606.15,20,484.92,No,OTC,Antibiotic,Room Temp,26,India,Out of stock,3.8,302,No
P01751,HealPlus,Amoxicillin,Sun Healthcare,Ointment,5mg,30,1745.7,0,1745.7,Yes,OTC,Antacid,Room Temp,16,Bangladesh,In stock,3.7,152,Yes
P01752,Medix,Omeprazole,Medicare Ltd,Capsule,5mg,30,1266.33,20,1013.06,No,Prescription,Antacid,Refrigerated,22,India,In stock,2.7,236,No
P01753,HealPlus,Metformin,Sun Healthcare,Injection,50mg,15,476.53,5,452.7,Yes,OTC,Antacid,Room Temp,12,India,Limited,2.6,353,No
P01754,PharmaOne,Atorvastatin,Sun Healthcare,Injection,5mg,10,1523.01,0,1523.01,No,Prescription,Antibiotic,Refrigerated,34,USA,Limited,4.4,472,No
P01755,BioTrust,Atorvastatin,Global Remedies,Capsule,100mg,10,619.98,5,588.98,No,Prescription,Analgesic,Room Temp,20,Bangladesh,Out of stock,3.8,148,No
P01756,LifeCare,Atorvastatin,Sun Healthcare,Ointment,100mg,20,1308.08,0,1308.08,Yes,OTC,Antibiotic,Refrigerated,21,UK,In stock,4.6,30,No
P01757,HealPlus,Paracetamol,Sun Healthcare,Tablet,500mg,20,1675.71,5,1591.92,Yes,OTC,Analgesic,Refrigerated,26,USA,In stock,4.2,354,Yes
P01758,LifeCare,Paracetamol,Nova Life,Ointment,50mg,30,831.24,5,789.68,No,Prescription,Analgesic,Refrigerated,20,USA,Out of stock,4.6,300,No
P01759,BioTrust,Metformin,Nova Life,Ointment,250mg,15,384.06,0,384.06,Yes,Prescription,Antacid,Room Temp,18,Canada,Limited,4.2,45,Yes
P01760,LifeCare,Paracetamol,Medicare Ltd,Injection,50mg,30,1901.4,0,1901.4,No,Prescription,Analgesic,Room Temp,27,USA,In stock,4.3,267,Yes
P01761,LifeCare,Paracetamol,ABC Pharma,Syrup,500mg,15,866.93,15,736.89,Yes,OTC,Antihypertensive,Refrigerated,19,USA,Out of stock,4.8,92,No
P01762,LifeCare,Metformin,Global Remedies,Capsule,100mg,20,1920.06,15,1632.05,No,Prescription,Antibiotic,Refrigerated,27,Bangladesh,In stock,4.3,273,No
P01763,LifeCare,Metformin,ABC Pharma,Injection,500mg,30,1257.7,10,1131.93,Yes,OTC,Antibiotic,Refrigerated,14,UK,Out of stock,3.3,485,Yes
P01764,BioTrust,Omeprazole,Nova Life,Syrup,250mg,20,179.05,15,152.19,No,Prescription,Analgesic,Room Temp,21,Bangladesh,Out of stock,2.6,118,Yes
P01765,HealPlus,Amoxicillin,Global Remedies,Capsule,50mg,20,1506.54,15,1280.56,Yes,Prescription,Antacid,Room Temp,16,India,In stock,2.8,100,Yes
P01766,PharmaOne,Metformin,Medicare Ltd,Syrup,5mg,20,72.35,5,68.73,No,OTC,Analgesic,Refrigerated,26,Canada,Limited,2.6,480,Yes
P01767,Medix,Omeprazole,Global Remedies,Syrup,50mg,20,789.22,10,710.3,Yes,OTC,Antacid,Refrigerated,18,Bangladesh,Out of stock,4.3,126,Yes
P01768,LifeCare,Amoxicillin,ABC Pharma,Syrup,250mg,30,69.74,5,66.25,No,OTC,Antibiotic,Room Temp,21,USA,In stock,3.5,92,Yes
P01769,PharmaOne,Atorvastatin,Sun Healthcare,Capsule,250mg,20,1910.67,10,1719.6,No,OTC,Antibiotic,Room Temp,13,Bangladesh,Limited,4.6,77,Yes
P01770,Medix,Paracetamol,ABC Pharma,Tablet,5mg,30,1136.9,0,1136.9,Yes,OTC,Antidiabetic,Room Temp,22,Canada,Out of stock,4.1,353,Yes
P01771,Medix,Atorvastatin,Global Remedies,Syrup,250mg,10,1944.6,15,1652.91,No,Prescription,Antacid,Refrigerated,32,UK,In stock,3.0,110,Yes
P01772,HealPlus,Metformin,Medicare Ltd,Capsule,100mg,15,1929.31,0,1929.31,Yes,Prescription,Antidiabetic,Refrigerated,27,USA,Out of stock,2.9,435,No
P01773,BioTrust,Metformin,Global Remedies,Tablet,5mg,30,583.57,10,525.21,Yes,OTC,Antidiabetic,Refrigerated,14,Canada,In stock,4.9,91,No
P01774,LifeCare,Paracetamol,Medicare Ltd,Tablet,5mg,10,414.07,20,331.26,No,Prescription,Antibiotic,Refrigerated,32,India,In stock,3.7,206,Yes
P01775,BioTrust,Atorvastatin,ABC Pharma,Capsule,50mg,10,334.85,10,301.37,Yes,OTC,Analgesic,Room Temp,16,USA,Out of stock,4.2,293,Yes
P01776,Medix,Atorvastatin,Medicare Ltd,Syrup,500mg,30,75.07,0,75.07,Yes,OTC,Antacid,Refrigerated,14,India,In stock,4.1,168,No
P01777,HealPlus,Amoxicillin,ABC Pharma,Syrup,500mg,15,1510.82,5,1435.28,Yes,OTC,Antihypertensive,Room Temp,15,Bangladesh,Out of stock,4.7,18,No
P01778,LifeCare,Metformin,Sun Healthcare,Ointment,100mg,15,904.54,0,904.54,Yes,OTC,Antacid,Room Temp,20,India,Out of stock,3.0,344,No
P01779,Medix,Atorvastatin,Medicare Ltd,Capsule,5mg,10,1337.82,0,1337.82,No,Prescription,Antibiotic,Room Temp,25,Bangladesh,Out of stock,4.8,440,No
P01780,HealPlus,Paracetamol,ABC Pharma,Syrup,50mg,10,366.09,15,311.18,No,Prescription,Antibiotic,Room Temp,30,UK,Limited,3.2,358,No
P01781,Medix,Metformin,Global Remedies,Syrup,250mg,10,1674.12,10,1506.71,Yes,Prescription,Antidiabetic,Room Temp,32,Bangladesh,Out of stock,3.5,318,No
P01782,HealPlus,Omeprazole,Global Remedies,Tablet,100mg,10,413.36,0,413.36,No,OTC,Antibiotic,Refrigerated,19,UK,Limited,3.8,452,No
P01783,HealPlus,Amoxicillin,Nova Life,Ointment,100mg,15,1309.75,15,1113.29,Yes,OTC,Antihypertensive,Room Temp,21,India,Out of stock,2.6,118,No
P01784,HealPlus,Amoxicillin,Sun Healthcare,Ointment,500mg,10,361.63,20,289.3,Yes,OTC,Antihypertensive,Refrigerated,14,India,In stock,4.2,180,Yes
P01785,HealPlus,Omeprazole,ABC Pharma,Capsule,250mg,20,462.31,5,439.19,No,Prescription,Antidiabetic,Refrigerated,13,USA,Out of stock,4.3,269,No
P01786,PharmaOne,Atorvastatin,ABC Pharma,Capsule,50mg,30,1810.09,5,1719.59,No,OTC,Analgesic,Room Temp,20,Canada,In stock,2.8,313,No
P01787,HealPlus,Metformin,Global Remedies,Capsule,100mg,10,771.76,10,694.58,Yes,Prescription,Antibiotic,Refrigerated,25,Canada,Limited,3.7,349,No
P01788,LifeCare,Amoxicillin,Global Remedies,Injection,50mg,10,1188.76,15,1010.45,Yes,Prescription,Antibiotic,Room Temp,25,UK,Out of stock,3.5,162,No
P01789,BioTrust,Atorvastatin,Sun Healthcare,Ointment,250mg,15,1809.24,15,1537.85,Yes,Prescription,Antidiabetic,Refrigerated,13,Bangladesh,In stock,3.5,431,No
P01790,PharmaOne,Omeprazole,Global Remedies,Injection,100mg,10,379.51,20,303.61,No,OTC,Antibiotic,Refrigerated,26,USA,Limited,3.5,250,Yes
P01791,PharmaOne,Atorvastatin,Medicare Ltd,Injection,100mg,30,1504.94,5,1429.69,Yes,OTC,Analgesic,Refrigerated,26,USA,Out of stock,3.5,310,Yes
P01792,LifeCare,Paracetamol,Global Remedies,Injection,100mg,15,220.7,10,198.63,Yes,Prescription,Antacid,Refrigerated,19,Bangladesh,In stock,3.2,221,Yes
P01793,Medix,Paracetamol,Medicare Ltd,Tablet,250mg,10,1267.39,15,1077.28,No,OTC,Antibiotic,Refrigerated,36,UK,Limited,4.5,120,Yes
P01794,HealPlus,Metformin,Nova Life,Tablet,100mg,10,21.69,10,19.52,No,Prescription,Analgesic,Refrigerated,28,Bangladesh,Limited,3.1,362,Yes
P01795,HealPlus,Paracetamol,Global Remedies,Ointment,5mg,10,1278.76,5,1214.82,Yes,OTC,Antibiotic,Refrigerated,25,Bangladesh,Out of stock,4.7,282,Yes
P01796,LifeCare,Metformin,ABC Pharma,Capsule,250mg,30,1986.19,0,1986.19,No,OTC,Antibiotic,Room Temp,16,India,Limited,4.8,48,No
P01797,BioTrust,Amoxicillin,Sun Healthcare,Syrup,5mg,20,1939.12,0,1939.12,No,Prescription,Antihypertensive,Refrigerated,18,India,Limited,4.4,344,No
P01798,LifeCare,Amoxicillin,Medicare Ltd,Syrup,500mg,30,1730.2,0,1730.2,Yes,Prescription,Antibiotic,Refrigerated,29,Canada,In stock,4.1,25,No
P01799,BioTrust,Omeprazole,ABC Pharma,Tablet,250mg,20,288.57,0,288.57,Yes,Prescription,Antidiabetic,Room Temp,32,USA,Limited,3.3,274,No
P01800,LifeCare,Metformin,ABC Pharma,Capsule,500mg,30,1434.65,15,1219.45,Yes,Prescription,Analgesic,Room Temp,34,India,Out of stock,4.3,385,Yes
P01801,PharmaOne,Metformin,Medicare Ltd,Capsule,5mg,20,1164.79,5,1106.55,Yes,Prescription,Antidiabetic,Room Temp,29,Bangladesh,Limited,2.9,6,Yes
P01802,HealPlus,Metformin,Sun Healthcare,Syrup,500mg,15,540.38,0,540.38,Yes,Prescription,Analgesic,Room Temp,35,India,In stock,4.8,224,Yes
P01803,HealPlus,Atorvastatin,Global Remedies,Ointment,100mg,20,1888.13,15,1604.91,Yes,Prescription,Antacid,Refrigerated,20,Bangladesh,Out of stock,2.6,318,Yes
P01804,Medix,Atorvastatin,Global Remedies,Injection,500mg,10,1380.16,10,1242.14,Yes,OTC,Antidiabetic,Room Temp,31,UK,In stock,3.0,397,Yes
P01805,PharmaOne,Metformin,Medicare Ltd,Syrup,100mg,10,390.36,5,370.84,Yes,Prescription,Antacid,Refrigerated,26,UK,Out of stock,3.9,385,Yes
P01806,HealPlus,Atorvastatin,Medicare Ltd,Syrup,5mg,30,598.7,5,568.77,No,Prescription,Antacid,Refrigerated,35,India,Limited,5.0,126,No
P01807,PharmaOne,Atorvastatin,Sun Healthcare,Syrup,250mg,30,1983.21,5,1884.05,Yes,OTC,Antibiotic,Room Temp,18,India,In stock,3.9,358,No
P01808,HealPlus,Atorvastatin,Medicare Ltd,Syrup,50mg,15,1724.07,5,1637.87,No,OTC,Antihypertensive,Refrigerated,16,USA,Out of stock,2.8,353,No
P01809,LifeCare,Omeprazole,ABC Pharma,Injection,250mg,30,674.92,20,539.94,Yes,Prescription,Antacid,Refrigerated,35,India,Out of stock,3.4,480,No
P01810,Medix,Omeprazole,Global Remedies,Tablet,250mg,15,1424.83,10,1282.35,Yes,OTC,Antibiotic,Room Temp,28,USA,In stock,3.3,130,No
P01811,HealPlus,Omeprazole,Sun Healthcare,Capsule,250mg,30,919.69,20,735.75,No,Prescription,Antacid,Room Temp,34,Canada,Limited,3.5,306,No
P01812,HealPlus,Metformin,Global Remedies,Capsule,100mg,30,1007.14,5,956.78,No,Prescription,Antidiabetic,Refrigerated,28,UK,In stock,3.2,446,Yes
P01813,LifeCare,Metformin,Nova Life,Injection,100mg,30,381.08,5,362.03,Yes,OTC,Antidiabetic,Room Temp,20,Canada,Out of stock,3.9,88,Yes
P01814,LifeCare,Omeprazole,Medicare Ltd,Syrup,50mg,15,607.59,15,516.45,Yes,Prescription,Analgesic,Room Temp,20,Bangladesh,Out of stock,3.7,178,Yes
P01815,BioTrust,Amoxicillin,Nova Life,Injection,500mg,15,1089.45,0,1089.45,Yes,OTC,Antidiabetic,Refrigerated,20,UK,In stock,2.8,389,Yes
P01816,Medix,Paracetamol,Sun Healthcare,Injection,250mg,30,1145.49,15,973.67,Yes,Prescription,Antibiotic,Room Temp,18,Canada,In stock,4.9,271,Yes
P01817,LifeCare,Omeprazole,Global Remedies,Ointment,50mg,20,780.6,15,663.51,Yes,OTC,Antidiabetic,Room Temp,20,India,Limited,3.1,330,No
P01818,BioTrust,Metformin,Global Remedies,Tablet,5mg,30,190.76,15,162.15,No,OTC,Antidiabetic,Refrigerated,17,India,Limited,3.1,494,No
P01819,PharmaOne,Omeprazole,Nova Life,Ointment,50mg,30,892.25,20,713.8,Yes,Prescription,Antihypertensive,Refrigerated,31,UK,Out of stock,3.5,20,No
P01820,LifeCare,Amoxicillin,ABC Pharma,Tablet,50mg,20,1917.05,5,1821.2,No,Prescription,Antihypertensive,Refrigerated,20,India,Out of stock,4.4,116,Yes
P01821,LifeCare,Metformin,Sun Healthcare,Capsule,500mg,20,1394.12,5,1324.41,Yes,Prescription,Analgesic,Refrigerated,30,India,Limited,4.8,199,Yes
P01822,BioTrust,Metformin,ABC Pharma,Ointment,250mg,30,1585.94,0,1585.94,Yes,Prescription,Antihypertensive,Room Temp,19,UK,Limited,4.3,421,No
P01823,LifeCare,Metformin,ABC Pharma,Capsule,50mg,30,1562.78,10,1406.5,No,OTC,Antidiabetic,Room Temp,29,UK,In stock,3.5,166,Yes
P01824,LifeCare,Metformin,Medicare Ltd,Tablet,500mg,30,482.36,5,458.24,No,OTC,Antidiabetic,Refrigerated,33,India,Out of stock,4.5,429,Yes
P01825,HealPlus,Omeprazole,ABC Pharma,Ointment,5mg,20,1094.7,15,930.5,No,OTC,Analgesic,Refrigerated,25,India,In stock,3.6,282,Yes
P01826,Medix,Metformin,Sun Healthcare,Syrup,5mg,10,1602.05,0,1602.05,Yes,Prescription,Antihypertensive,Room Temp,19,UK,In stock,4.2,460,Yes
P01827,PharmaOne,Paracetamol,Global Remedies,Injection,5mg,20,638.39,20,510.71,No,OTC,Antidiabetic,Room Temp,27,India,Limited,4.6,231,Yes
